,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jaylen Adams,PG,23,POR,3,0,21,5.1,15.4,.333,0.0,6.9,.000,5.1,8.6,.600,0.0,0.0,,1.7,3.4,5.1,3.4,1.7,0.0,0.0,1.7,10.3
1,Steven Adams,C,26,OKC,7,7,210,5.3,8.9,.596,0.0,0.2,.000,5.3,8.7,.608,1.5,3.4,.450,5.8,8.1,13.9,1.5,0.7,0.3,2.7,1.7,12.2
2,Bam Adebayo,PF,22,MIA,19,19,687,6.5,11.5,.564,0.0,0.1,.000,6.5,11.5,.566,4.7,6.0,.783,2.5,7.8,10.3,4.4,1.0,0.8,2.5,3.0,17.7
3,Jarrett Allen,C,21,BRK,4,4,132,3.8,6.5,.583,0.0,0.0,,3.8,6.5,.583,3.5,4.4,.813,4.6,11.5,16.1,2.5,0.5,1.9,3.0,1.9,11.2
4,Justin Anderson,SF,26,BRK,3,0,28,6.4,15.4,.417,6.4,14.1,.455,0.0,1.3,.000,5.1,5.1,1.000,0.0,10.3,10.3,3.9,0.0,1.3,2.6,2.6,24.4
5,Giannis Antetokounmpo,PF,25,MIL,9,9,277,11.7,20.9,.559,1.7,5.2,.325,10.0,15.7,.636,6.1,10.5,.580,3.5,12.6,16.1,6.6,0.8,1.0,3.9,4.0,31.2
6,Carmelo Anthony,PF,35,POR,5,5,176,5.7,13.9,.412,1.6,3.9,.421,4.1,10.0,.408,2.5,2.9,.857,0.2,4.9,5.1,2.0,1.0,0.4,2.7,4.1,15.5
7,OG Anunoby,SF,22,TOR,11,11,393,3.7,8.1,.455,1.6,3.8,.415,2.1,4.3,.489,1.6,2.6,.643,2.4,4.6,7.0,1.2,1.0,1.2,1.5,2.5,10.5
8,D.J. Augustin,PG,32,ORL,5,0,128,5.1,12.9,.391,2.3,4.8,.471,2.8,8.2,.345,6.2,6.5,.957,0.0,2.8,2.8,8.4,0.3,0.0,3.4,1.7,18.6
9,J.J. Barea,PG,35,DAL,1,0,5,0.0,7.2,.000,0.0,0.0,,0.0,7.2,.000,21.6,21.6,1.000,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,21.6
10,Keita Bates-Diop,SF,24,DEN,5,0,24,1.5,7.5,.200,0.0,0.0,,1.5,7.5,.200,1.5,3.0,.500,4.5,4.5,9.0,1.5,0.0,0.0,0.0,0.0,4.5
11,Darius Bazley,PF,19,OKC,7,0,126,3.7,8.9,.419,3.1,6.3,.500,0.6,2.6,.222,2.6,2.9,.900,0.6,12.9,13.4,1.7,0.0,0.9,1.7,0.6,13.1
12,Patrick Beverley,PG,31,LAC,8,8,166,4.3,8.5,.513,1.7,4.8,.364,2.6,3.7,.706,0.4,0.9,.500,2.0,5.2,7.2,4.1,1.7,0.7,1.5,6.7,10.8
13,Khem Birch,C,27,ORL,5,0,89,2.8,5.7,.500,0.0,0.0,,2.8,5.7,.500,4.0,4.4,.909,3.6,6.5,10.1,2.8,0.4,0.0,2.0,4.4,9.7
14,Eric Bledsoe,PG,30,MIL,9,9,267,5.1,13.2,.388,1.1,4.3,.250,4.0,8.9,.455,2.8,3.5,.808,0.7,4.9,5.5,7.1,1.5,0.8,3.1,2.7,14.2
15,Bol Bol,SF,20,DEN,4,0,21,8.6,15.4,.556,3.4,5.1,.667,5.1,10.3,.500,12.0,13.7,.875,5.1,3.4,8.6,0.0,3.4,3.4,3.4,1.7,32.6
16,Chris Boucher,PF,27,TOR,7,0,43,2.5,9.2,.273,1.7,4.2,.400,0.8,5.0,.167,0.0,0.8,.000,2.5,7.5,10.0,0.8,0.0,1.7,0.8,4.2,6.7
17,Tony Bradley,C,22,UTA,6,0,48,1.5,6.8,.222,0.0,0.0,,1.5,6.8,.222,3.7,5.2,.714,7.5,9.7,17.2,0.7,1.5,1.5,3.0,3.0,6.8
18,Jarrell Brantley,PF,23,UTA,2,0,13,0.0,13.8,.000,0.0,8.3,.000,0.0,5.5,.000,2.8,5.5,.500,8.3,2.8,11.1,5.5,0.0,2.8,2.8,11.1,2.8
19,Malcolm Brogdon,PG,27,IND,4,4,160,5.9,14.6,.400,2.0,5.4,.375,3.8,9.2,.415,5.6,6.3,.893,0.0,3.8,3.8,9.0,0.9,0.0,2.3,2.3,19.4
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Jaylen Brown,SF,23,BOS,17,17,672,7.3,15.4,.476,2.3,6.4,.358,5.0,9.0,.560,2.8,3.4,.841,1.3,5.5,6.8,2.1,1.4,0.5,2.2,2.6,19.8
22,Sterling Brown,SF,24,MIL,1,0,4,0.0,9.0,.000,0.0,9.0,.000,0.0,0.0,,0.0,0.0,,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Trey Burke,PG,27,DAL,6,3,156,6.9,13.6,.508,1.8,3.9,.471,5.1,9.7,.524,1.4,2.3,.600,0.5,3.9,4.4,2.8,1.8,0.5,1.4,3.2,17.1
24,Alec Burks,SG,28,PHI,4,0,95,6.1,18.6,.327,1.1,6.1,.188,4.9,12.5,.394,2.7,3.4,.778,2.7,3.0,5.7,2.7,0.4,1.1,1.1,2.7,15.9
25,Deonte Burton,SG,26,OKC,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Jimmy Butler,SF,30,MIA,21,21,806,6.4,13.2,.488,0.7,1.9,.349,5.8,11.3,.512,7.3,8.5,.859,2.1,4.0,6.1,5.7,1.8,0.6,2.6,1.7,20.9
27,Bruno Caboclo,C,24,HOU,2,0,7,5.1,10.3,.500,0.0,5.1,.000,5.1,5.1,1.000,0.0,0.0,,0.0,15.4,15.4,0.0,5.1,0.0,0.0,10.3,10.3
28,Kentavious Caldwell-Pope,SG,26,LAL,21,21,608,4.7,11.2,.418,2.7,7.0,.378,2.0,4.1,.486,1.3,1.6,.815,0.5,2.1,2.6,1.7,1.2,0.2,0.9,2.4,13.3
29,DeMarre Carroll,PF,33,HOU,2,0,6,6.0,12.0,.500,0.0,0.0,,6.0,12.0,.500,0.0,0.0,,0.0,18.0,18.0,6.0,0.0,0.0,0.0,6.0,12.0
30,Alex Caruso,PG,25,LAL,21,1,510,3.4,8.0,.425,1.2,4.3,.279,2.2,3.7,.596,1.7,2.1,.800,1.1,2.3,3.4,4.2,1.6,0.8,2.2,3.9,9.7
31,Tyson Chandler,C,37,HOU,1,0,0,,,,,,,,,,,,.000,,,,,,,,,
32,Chris Chiozza,PG,24,BRK,4,0,65,4.4,13.3,.333,2.8,8.9,.313,1.7,4.4,.375,1.1,2.2,.500,0.6,2.8,3.3,9.4,2.8,0.0,1.7,3.9,12.7
33,Gary Clark,PF,25,ORL,5,5,144,2.7,8.2,.333,2.7,8.0,.344,0.0,0.2,.000,1.0,1.2,.800,1.0,6.0,7.0,1.7,1.2,0.5,0.5,1.7,9.2
34,Jordan Clarkson,SG,27,UTA,7,0,200,8.1,17.5,.464,3.1,8.8,.347,5.0,8.6,.583,1.8,1.8,1.000,0.4,4.0,4.3,2.7,1.1,0.0,1.3,2.7,21.1
35,Chris Clemons,SG,22,HOU,2,0,8,9.0,22.5,.400,9.0,22.5,.400,0.0,0.0,,4.5,9.0,.500,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,31.5
36,Antonius Cleveland,SG,25,DAL,2,0,9,8.0,20.0,.400,0.0,0.0,,8.0,20.0,.400,0.0,0.0,,4.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,16.0
37,Amir Coffey,SG,22,LAC,3,0,7,0.0,15.4,.000,0.0,5.1,.000,0.0,10.3,.000,10.3,10.3,1.000,0.0,0.0,0.0,20.6,5.1,0.0,0.0,0.0,10.3
38,Mike Conley,PG,32,UTA,5,5,165,6.8,14.0,.484,3.9,7.4,.529,2.8,6.5,.433,4.1,4.8,.864,0.7,2.4,3.1,5.7,1.7,0.2,1.1,2.2,21.6
39,Pat Connaughton,SG,27,MIL,10,0,171,3.2,7.4,.429,1.7,4.8,.348,1.5,2.5,.583,0.4,0.4,1.000,1.1,7.2,8.2,2.3,0.4,0.4,1.1,2.5,8.4
40,Quinn Cook,PG,26,LAL,6,0,24,7.5,15.0,.500,3.0,6.0,.500,4.5,9.0,.500,1.5,1.5,1.000,0.0,1.5,1.5,7.5,0.0,0.0,1.5,1.5,19.5
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Tyler Cook,PF,22,DEN,1,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Robert Covington,C,29,HOU,12,12,379,4.5,9.0,.495,3.2,6.5,.500,1.2,2.6,.481,0.6,0.7,.857,0.8,4.9,5.7,1.5,2.8,1.2,1.1,4.3,12.7
44,Torrey Craig,SF,29,DEN,19,3,375,3.2,7.5,.423,1.1,4.0,.262,2.1,3.5,.611,0.9,1.2,.692,1.2,4.7,6.0,1.2,0.7,0.7,0.9,4.2,8.3
45,Jae Crowder,SF,29,MIA,21,21,660,4.4,11.0,.403,3.0,8.8,.342,1.4,2.2,.650,1.9,2.5,.761,0.6,5.8,6.4,2.1,0.8,0.7,0.8,3.0,13.7
46,Seth Curry,SG,29,DAL,6,0,173,6.5,11.0,.585,2.1,4.4,.476,4.4,6.7,.656,1.0,1.0,1.000,0.4,1.9,2.3,1.7,1.2,0.0,1.7,2.9,16.0
47,Troy Daniels,SG,28,DEN,6,0,30,7.2,14.4,.500,3.6,7.2,.500,3.6,7.2,.500,1.2,2.4,.500,1.2,2.4,3.6,2.4,0.0,0.0,0.0,2.4,19.2
48,Anthony Davis,PF,26,LAL,21,21,769,9.6,16.8,.571,1.1,2.8,.383,8.5,14.0,.609,7.0,8.4,.832,2.6,7.0,9.6,3.4,1.2,1.4,2.5,2.6,27.2
49,Terence Davis,SG,22,TOR,6,0,84,6.0,12.4,.483,3.4,8.1,.421,2.6,4.3,.600,3.0,3.0,1.000,0.9,4.7,5.6,3.0,0.4,0.0,2.6,4.7,18.4
50,Hamidou Diallo,SF,21,OKC,3,0,25,5.8,15.8,.364,1.4,7.2,.200,4.3,8.6,.500,5.8,10.1,.571,2.9,5.8,8.6,1.4,0.0,2.9,2.9,0.0,18.7
51,Donte DiVincenzo,SG,23,MIL,10,1,165,5.0,11.1,.451,1.5,4.6,.333,3.5,6.5,.533,2.8,4.4,.650,1.7,5.2,7.0,2.6,1.5,0.7,2.2,4.6,14.4
52,Luka Dončić,PG,20,DAL,6,6,215,10.7,21.4,.500,2.7,7.4,.364,8.0,14.1,.571,7.0,10.7,.656,0.7,9.2,9.9,8.7,1.2,0.5,5.2,2.8,31.1
53,Luguentz Dort,SG,20,OKC,6,6,175,5.6,15.6,.355,2.7,10.3,.260,2.9,5.3,.538,1.6,3.1,.533,1.0,3.5,4.5,1.2,0.4,1.2,3.1,5.1,15.4
54,PJ Dozier,PG,23,DEN,12,0,125,4.0,9.5,.424,0.6,2.3,.250,3.5,7.2,.480,2.3,4.0,.571,0.6,4.6,5.2,3.5,0.6,0.6,2.3,3.7,10.9
55,Goran Dragić,PG,33,MIA,17,16,553,7.7,17.4,.444,2.4,7.0,.346,5.3,10.5,.509,3.2,4.0,.803,0.8,3.6,4.5,4.9,1.1,0.1,2.5,3.3,21.1
56,Jared Dudley,SF,34,LAL,9,0,31,0.0,4.6,.000,0.0,3.5,.000,0.0,1.2,.000,0.0,0.0,,0.0,2.3,2.3,0.0,4.6,1.2,2.3,2.3,0.0
57,Carsen Edwards,SG,21,BOS,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Joel Embiid,C,25,PHI,4,4,145,8.4,18.4,.459,1.0,4.0,.250,7.4,14.4,.517,11.9,14.6,.814,2.7,9.4,12.2,1.2,1.5,1.2,3.7,4.5,29.8
59,James Ennis,SF,29,ORL,5,5,119,3.6,10.6,.343,1.2,4.8,.250,2.4,5.7,.421,2.1,2.7,.778,1.8,7.0,8.8,1.8,1.5,0.6,1.8,5.7,10.6
60,Tacko Fall,C,24,BOS,2,0,3,12.0,12.0,1.000,0.0,0.0,,12.0,12.0,1.000,12.0,24.0,.500,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,36.0
61,Terrance Ferguson,SF,21,OKC,4,1,42,1.7,9.4,.182,1.7,8.6,.200,0.0,0.9,.000,0.0,0.0,,0.9,2.6,3.4,0.9,0.9,0.0,0.9,2.6,5.1
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Dorian Finney-Smith,PF,26,DAL,6,6,191,4.3,9.8,.442,2.1,5.7,.367,2.3,4.1,.545,0.8,0.9,.800,2.3,4.1,6.4,3.6,1.3,0.6,1.7,4.1,11.5
64,Evan Fournier,SG,27,ORL,5,5,171,4.2,12.0,.351,2.5,7.4,.343,1.7,4.6,.364,2.5,3.6,.706,0.6,3.6,4.2,2.7,1.3,0.6,1.9,2.1,13.5
65,Michael Frazier,SG,25,HOU,4,0,12,3.0,12.0,.250,3.0,6.0,.500,0.0,6.0,.000,0.0,0.0,,3.0,9.0,12.0,6.0,0.0,0.0,3.0,0.0,9.0
66,Markelle Fultz,PG,21,ORL,5,5,147,5.9,14.7,.400,1.5,3.9,.375,4.4,10.8,.409,1.5,1.7,.857,0.0,2.7,2.7,6.4,1.2,0.7,3.2,4.9,14.7
67,Wenyen Gabriel,PF,22,POR,4,2,53,6.1,10.2,.600,1.4,3.4,.400,4.8,6.8,.700,0.7,1.4,.500,4.8,2.0,6.8,2.7,1.4,1.4,3.4,10.9,14.3
68,Danilo Gallinari,PF,31,OKC,7,7,212,5.4,13.4,.405,2.0,6.3,.324,3.4,7.1,.476,4.9,5.1,.967,0.8,5.6,6.5,1.2,0.8,0.2,2.5,1.9,17.8
69,Marc Gasol,C,35,TOR,11,11,228,3.9,10.1,.391,0.8,4.3,.185,3.2,5.8,.541,1.7,2.4,.733,0.6,6.9,7.6,4.6,0.8,1.1,2.5,5.1,10.4
70,Paul George,SF,29,LAC,13,13,479,6.6,16.6,.398,2.8,8.3,.333,3.8,8.3,.464,3.8,4.1,.909,1.1,4.9,5.9,3.7,1.4,0.5,3.0,3.7,19.8
71,Shai Gilgeous-Alexander,SG,21,OKC,7,7,279,5.0,11.6,.433,1.8,4.5,.400,3.2,7.1,.455,2.8,3.0,.957,0.4,4.4,4.8,3.7,0.9,0.4,1.9,2.2,14.7
72,Rudy Gobert,C,27,UTA,7,7,270,6.4,9.9,.649,0.0,0.0,,6.4,9.9,.649,2.9,5.6,.524,3.2,7.5,10.7,1.1,0.5,1.3,1.2,3.5,15.7
73,Eric Gordon,SF,31,HOU,12,12,410,6.3,15.5,.409,2.5,7.9,.322,3.8,7.6,.500,3.1,3.5,.875,0.5,2.3,2.8,3.2,0.9,0.6,2.1,2.3,18.3
74,Jerami Grant,PF,25,DEN,19,16,653,3.9,9.6,.406,1.7,5.2,.326,2.2,4.4,.500,2.6,3.0,.889,0.4,3.0,3.5,1.4,0.6,0.8,1.4,3.3,12.2
75,Danny Green,SG,32,LAL,21,21,525,4.0,11.7,.347,2.7,7.9,.339,1.4,3.8,.364,0.7,1.0,.667,1.7,2.8,4.5,1.8,1.4,1.1,0.8,3.3,11.5
76,JaMychal Green,PF,29,LAC,13,0,222,5.0,8.9,.564,1.6,3.7,.435,3.4,5.2,.656,1.1,1.5,.778,2.1,5.8,7.9,1.1,0.3,0.5,0.8,4.7,12.8
77,Javonte Green,SF,26,BOS,1,0,6,6.0,12.0,.500,6.0,12.0,.500,0.0,0.0,,0.0,0.0,,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,18.0
78,Jeff Green,C,33,HOU,12,0,341,5.4,10.9,.495,2.4,5.7,.426,3.0,5.2,.571,1.5,1.8,.824,0.5,5.8,6.3,2.0,0.6,0.6,1.6,2.9,14.7
79,Donta Hall,PF,22,BRK,3,0,20,5.4,9.0,.600,0.0,0.0,,5.4,9.0,.600,1.8,7.2,.250,5.4,3.6,9.0,0.0,0.0,3.6,1.8,1.8,12.6
80,Tim Hardaway Jr.,SG,27,DAL,6,6,204,7.1,16.8,.421,3.4,9.5,.352,3.7,7.2,.512,1.4,1.9,.727,0.5,3.2,3.7,1.9,0.4,0.0,0.5,2.8,18.9
81,James Harden,SG,30,HOU,12,12,448,8.8,18.3,.478,3.1,9.4,.333,5.6,8.9,.631,7.9,9.3,.845,1.0,4.4,5.4,7.4,1.4,0.8,3.6,3.5,28.5
82,Montrezl Harrell,C,26,LAC,13,0,243,7.0,12.1,.573,0.1,0.7,.200,6.8,11.4,.597,6.1,10.1,.603,1.6,4.0,5.6,0.7,0.7,1.0,1.8,4.1,20.1
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Gary Harris,SG,25,DEN,14,12,379,3.2,8.5,.378,1.8,4.9,.365,1.4,3.6,.395,1.6,2.1,.773,0.7,2.0,2.7,2.3,1.5,0.4,2.0,4.3,9.9
85,Joe Harris,SF,28,BRK,2,2,72,6.0,11.5,.522,3.5,6.0,.583,2.5,5.5,.455,1.0,2.0,.500,1.0,9.0,10.0,1.0,0.5,0.0,1.5,4.5,16.5
86,Tobias Harris,PF,27,PHI,4,4,149,5.6,14.5,.383,0.5,3.6,.133,5.1,10.9,.467,3.6,4.6,.789,3.4,5.8,9.2,3.9,0.5,0.2,1.2,2.7,15.2
87,Gordon Hayward,SF,29,BOS,5,1,157,4.6,11.5,.400,1.6,5.5,.292,3.0,6.0,.500,1.6,1.8,.875,0.7,3.9,4.6,3.2,1.6,0.5,1.6,2.3,12.4
88,Tyler Herro,SG,20,MIA,21,5,706,6.1,14.1,.433,2.4,6.5,.375,3.7,7.6,.483,2.4,2.8,.870,0.4,5.1,5.5,3.9,0.4,0.1,2.1,1.6,17.1
89,Mario Hezonja,PF,24,POR,5,0,68,4.8,11.6,.409,1.1,3.7,.286,3.7,7.9,.467,1.6,2.1,.750,1.1,7.4,8.5,3.2,1.6,0.0,1.6,4.2,12.2
90,George Hill,PG,33,MIL,10,1,268,4.3,9.0,.478,1.3,3.8,.357,3.0,5.2,.564,2.8,3.5,.808,0.7,2.6,3.2,4.2,0.8,0.0,2.1,2.3,12.8
91,Solomon Hill,SF,28,MIA,7,0,42,4.3,7.7,.556,1.7,5.1,.333,2.6,2.6,1.000,0.0,0.0,,0.9,5.1,6.0,2.6,0.9,0.0,0.0,4.3,10.3
92,Jaylen Hoard,SF,20,POR,3,0,41,6.1,10.5,.583,0.0,0.0,,6.1,10.5,.583,0.0,0.0,,4.4,3.5,7.9,0.9,0.0,0.0,1.8,4.4,12.3
93,Aaron Holiday,PG,23,IND,4,2,72,6.0,10.5,.571,2.0,4.5,.444,4.0,6.0,.667,1.5,2.5,.600,0.5,2.0,2.5,5.0,2.0,0.0,2.0,5.0,15.5
94,Justin Holiday,SG,30,IND,4,2,131,2.7,5.8,.476,2.2,4.4,.500,0.5,1.4,.400,0.3,0.8,.333,1.1,3.0,4.1,0.8,1.6,1.4,0.8,2.2,8.0
95,Rondae Hollis-Jefferson,SF,25,TOR,5,0,39,3.7,9.2,.400,0.0,0.9,.000,3.7,8.3,.444,5.5,7.4,.750,4.6,4.6,9.2,2.8,1.8,0.9,0.9,4.6,12.9
96,Al Horford,C,33,PHI,4,3,129,3.3,7.0,.480,0.0,1.1,.000,3.3,5.9,.571,1.1,2.0,.571,2.5,5.6,8.1,2.5,0.3,1.4,0.8,3.9,7.8
97,Talen Horton-Tucker,SG,19,LAL,2,0,17,12.7,25.4,.500,4.2,10.6,.400,8.5,14.8,.571,0.0,0.0,,0.0,10.6,10.6,0.0,4.2,0.0,0.0,8.5,29.6
98,Danuel House,SF,26,HOU,9,4,279,4.8,11.0,.435,2.5,6.8,.358,2.3,4.1,.563,1.3,1.7,.769,1.3,5.4,6.7,1.7,1.0,0.0,0.9,2.8,13.3
99,Dwight Howard,C,34,LAL,18,7,282,5.0,7.3,.684,0.1,0.3,.500,4.9,7.0,.691,3.2,5.7,.556,4.1,6.5,10.6,1.1,1.0,1.0,2.0,7.0,13.3
100,Serge Ibaka,C,30,TOR,11,0,251,9.0,15.8,.573,3.3,6.5,.511,5.7,9.3,.615,2.0,2.0,1.000,2.4,9.8,12.2,1.9,0.3,2.0,1.7,3.9,23.4
101,Andre Iguodala,SG,36,MIA,21,0,410,2.6,5.7,.462,1.2,3.4,.359,1.4,2.3,.615,0.4,0.6,.714,1.0,3.8,4.7,2.7,1.5,1.1,1.2,3.9,6.9
102,Ersan İlyasova,PF,32,MIL,3,0,23,4.7,14.1,.333,1.6,7.8,.200,3.1,6.3,.500,3.1,3.1,1.000,0.0,6.3,6.3,0.0,3.1,0.0,1.6,4.7,14.1
103,Joe Ingles,SF,32,UTA,7,7,234,3.4,8.3,.407,2.2,6.2,.350,1.2,2.2,.571,0.9,0.9,1.000,0.2,3.5,3.7,5.1,0.6,0.2,0.6,2.3,9.8
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Wesley Iwundu,SF,25,ORL,5,0,76,2.8,9.5,.300,1.9,3.3,.571,0.9,6.2,.154,2.4,3.8,.625,0.5,4.7,5.2,1.9,1.4,0.9,1.4,2.4,9.9
106,Justin Jackson,PF,24,DAL,3,0,16,2.3,13.5,.167,0.0,6.8,.000,2.3,6.8,.333,4.5,9.0,.500,0.0,6.8,6.8,0.0,0.0,0.0,0.0,2.3,9.0
107,Reggie Jackson,PG,29,LAC,12,1,170,4.4,10.2,.438,3.6,6.8,.531,0.8,3.4,.250,0.0,0.0,,0.4,4.0,4.4,2.3,0.4,0.2,1.1,3.8,12.5
108,LeBron James,PG,35,LAL,21,21,762,10.1,18.0,.560,2.1,5.6,.370,8.0,12.4,.646,5.1,7.1,.720,1.3,9.4,10.7,8.7,1.2,0.9,4.0,1.9,27.4
109,Alize Johnson,SF,23,IND,1,0,0,,,,,,,,,,,,,,,,,,,,,
110,B.J. Johnson,SF,24,ORL,1,0,4,9.0,18.0,.500,9.0,9.0,1.000,0.0,9.0,.000,0.0,0.0,,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,27.0
111,Stanley Johnson,PF,23,TOR,3,0,20,9.0,19.8,.455,3.6,9.0,.400,5.4,10.8,.500,1.8,1.8,1.000,1.8,5.4,7.2,10.8,0.0,0.0,1.8,5.4,23.4
112,Tyler Johnson,SG,27,BRK,4,2,93,8.1,17.8,.457,4.3,10.8,.393,3.9,7.0,.556,0.8,0.8,1.000,0.0,2.7,2.7,3.5,0.0,0.4,1.2,4.3,21.3
